"Artist1";"Artist2";"Song_Connecting";"Popularity"
"3KnOrIiRxuOpbrsEu3fs4g";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"40hqSkAkIFIDvGF829OspL";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"5Gc3h7r4iV94WZYozevgYT";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"53PMMY1sInP2hfK6TzIijL";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"5B8x8r9gHNj8pVqc8sWQyW";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"3zkbEQouXdzjcD4cxoFuO9";"64DFKvGarD5nmkfaIiiakf";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"3KnOrIiRxuOpbrsEu3fs4g";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"3aFNWFkFsSfGr9UPDxagWq";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"3KnOrIiRxuOpbrsEu3fs4g";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"3KnOrIiRxuOpbrsEu3fs4g";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"3KnOrIiRxuOpbrsEu3fs4g";"5tyaPG41AJwJmdv2lS7H1c";48
"3KnOrIiRxuOpbrsEu3fs4g";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"40hqSkAkIFIDvGF829OspL";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"40hqSkAkIFIDvGF829OspL";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"40hqSkAkIFIDvGF829OspL";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"3zkbEQouXdzjcD4cxoFuO9";"40hqSkAkIFIDvGF829OspL";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"3aFNWFkFsSfGr9UPDxagWq";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"0k2x5gTohSgbssM7qLYgvW";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"1EsaxlwSz9CLqVRjZYnP3H";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"0k2x5gTohSgbssM7qLYgvW";"5tyaPG41AJwJmdv2lS7H1c";48
"0k2x5gTohSgbssM7qLYgvW";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"3aFNWFkFsSfGr9UPDxagWq";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"3aFNWFkFsSfGr9UPDxagWq";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"3aFNWFkFsSfGr9UPDxagWq";"5tyaPG41AJwJmdv2lS7H1c";48
"3aFNWFkFsSfGr9UPDxagWq";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"53PMMY1sInP2hfK6TzIijL";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"5B8x8r9gHNj8pVqc8sWQyW";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"3zkbEQouXdzjcD4cxoFuO9";"5Gc3h7r4iV94WZYozevgYT";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"1EsaxlwSz9CLqVRjZYnP3H";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"0eXidz8GSBhFhtqd7fdcs7";"5tyaPG41AJwJmdv2lS7H1c";48
"0bWJRk7RVy4BSt0S8S7fTJ";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"53PMMY1sInP2hfK6TzIijL";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"3zkbEQouXdzjcD4cxoFuO9";"53PMMY1sInP2hfK6TzIijL";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"3zkbEQouXdzjcD4cxoFuO9";"5B8x8r9gHNj8pVqc8sWQyW";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"1EsaxlwSz9CLqVRjZYnP3H";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"0eXidz8GSBhFhtqd7fdcs7";"3zkbEQouXdzjcD4cxoFuO9";"5tyaPG41AJwJmdv2lS7H1c";48
"1EsaxlwSz9CLqVRjZYnP3H";"3ghRXw2nUEH2THaL82hw8R";"2QSGExkfdhQo5mj4dNjAqK";53
"3YeBTR1Q1rUxKguz4jP6UV";"64DFKvGarD5nmkfaIiiakf";"2YaJoA2sjtcfq8oM9CyIri";56
"13wFTN72PGSUxzEHJP5Ljs";"3HrbmsYpKjWH1lzhad7alj";"2PEn0KfNdrSq82CKlYvRrZ";49
"4She1focTkX0pwpJUtS5eo";"6jlVAg80czVPRFnLp05N0V";"4Qgl3aQu4sHlt6HFsIsKlr";43
"64DFKvGarD5nmkfaIiiakf";"6q0xSaNIE7hMPT1rc6CPzO";"2weCRoOw9dVUiTQI9gUjVx";41
"2UqRkW2wfEkZmyvKyTTv2W";"5Qv1EsPany9Fc3yyCJnoxw";"0VaT0YEN3tFeEGqleYLpsq";46
"0TQyaoEDvRCU1BiA0VrTcC";"3ghRXw2nUEH2THaL82hw8R";"62fEPchIkRcZYJukmqhLuj";55
"1uNFoZAHBGtllmzznpCI3s";"2tIP7SsRs7vjIcLrU85W8J";"5HCyWlXZPP0y6Gqq8TgA20";97
"53XhwfbYqKCa1cC15pYq2q";"6U3ybJ9UHNKEdsH7ktGBZ7";"1r9xUipOqoNwggBpENDsvJ";98
"53XhwfbYqKCa1cC15pYq2q";"57nPqD7z62gDdq37US9XJR";"1r9xUipOqoNwggBpENDsvJ";98
"47mIJdHORyRerp4os813jD";"53XhwfbYqKCa1cC15pYq2q";"1r9xUipOqoNwggBpENDsvJ";98
"57nPqD7z62gDdq37US9XJR";"6U3ybJ9UHNKEdsH7ktGBZ7";"1r9xUipOqoNwggBpENDsvJ";98
"47mIJdHORyRerp4os813jD";"6U3ybJ9UHNKEdsH7ktGBZ7";"1r9xUipOqoNwggBpENDsvJ";98
"47mIJdHORyRerp4os813jD";"57nPqD7z62gDdq37US9XJR";"1r9xUipOqoNwggBpENDsvJ";98
"3PhoLpVuITZKcymswpck5b";"6M2wZ9GZgrQXHCFfjv46we";"6zSpb8dQRaw0M1dK8PBwQz";97
"3PhoLpVuITZKcymswpck5b";"6n28c9qs9hNGriNa72b26u";"6zSpb8dQRaw0M1dK8PBwQz";97
"6M2wZ9GZgrQXHCFfjv46we";"6n28c9qs9hNGriNa72b26u";"6zSpb8dQRaw0M1dK8PBwQz";97
"29PgYEggDV3cDP9QYTogwv";"36CUTsdtNgCwMq6zKD1l8I";"52xJxFP6TqMuO4Yt0eOkMz";96
"29PgYEggDV3cDP9QYTogwv";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"29PgYEggDV3cDP9QYTogwv";"2as15AH2BTrPk8v4gyElmr";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"29PgYEggDV3cDP9QYTogwv";"52xJxFP6TqMuO4Yt0eOkMz";96
"29PgYEggDV3cDP9QYTogwv";"5PYToRCsrnvikZg3yl2JMr";"52xJxFP6TqMuO4Yt0eOkMz";96
"29PgYEggDV3cDP9QYTogwv";"3xLU748QxpTmIVaiNXXg0P";"52xJxFP6TqMuO4Yt0eOkMz";96
"36CUTsdtNgCwMq6zKD1l8I";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"2as15AH2BTrPk8v4gyElmr";"36CUTsdtNgCwMq6zKD1l8I";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"36CUTsdtNgCwMq6zKD1l8I";"52xJxFP6TqMuO4Yt0eOkMz";96
"36CUTsdtNgCwMq6zKD1l8I";"5PYToRCsrnvikZg3yl2JMr";"52xJxFP6TqMuO4Yt0eOkMz";96
"36CUTsdtNgCwMq6zKD1l8I";"3xLU748QxpTmIVaiNXXg0P";"52xJxFP6TqMuO4Yt0eOkMz";96
"2as15AH2BTrPk8v4gyElmr";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"5PYToRCsrnvikZg3yl2JMr";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"3xLU748QxpTmIVaiNXXg0P";"72kqSqk124Vnl1wtT6q9Fh";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"2as15AH2BTrPk8v4gyElmr";"52xJxFP6TqMuO4Yt0eOkMz";96
"2as15AH2BTrPk8v4gyElmr";"5PYToRCsrnvikZg3yl2JMr";"52xJxFP6TqMuO4Yt0eOkMz";96
"2as15AH2BTrPk8v4gyElmr";"3xLU748QxpTmIVaiNXXg0P";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"5PYToRCsrnvikZg3yl2JMr";"52xJxFP6TqMuO4Yt0eOkMz";96
"18MFcGBHtyW0mU3ufcm0X1";"3xLU748QxpTmIVaiNXXg0P";"52xJxFP6TqMuO4Yt0eOkMz";96
"3xLU748QxpTmIVaiNXXg0P";"5PYToRCsrnvikZg3yl2JMr";"52xJxFP6TqMuO4Yt0eOkMz";96
"1c70yCa8sRgIiQxl3HOEFo";"4pnp4w9g30yLfVIAFnZMRd";"20on25jryn53hWghthWWW3";96
"5cj0lLjcoR7YOSnhnX0Po5";"7tYKF4w9nC0nq9CsPZTHyP";"748mdHapucXQri7IAO8yFK";90
"6ydoSd3N2mwgwBHtF6K7eX";"7f5Zgnp2spUuuzKplmRkt7";"3uUuGVFu1V7jTQL60S1r8z";95
"2o5jDhtHVPhrJdv3cEQ99Z";"4npEfmQ6YuiwW1GpUmaq3F";"18asYwWugKjjsihZ0YvRxO";95
"1Xyo4u8uXC1ZmMpatF05PJ";"246dkjvS1zLTtiykXe5h60";"00Blm7zeNqgYLPtW6zg8cj";93
"1Xyo4u8uXC1ZmMpatF05PJ";"1h6Cn3P4NGzXbaXidqURXs";"2gpWyfu7eZ01zzncHpxOtA";92
"4r63FhuTkUYltbVAg5TQnk";"6M2wZ9GZgrQXHCFfjv46we";"5nujrmhLynf4yMoMtj8AQF";90
"0nzfP49X2nrzmmkwZf180L";"5YwzDz4RJfTiMHS4tdR5Lf";"0NBgyml7T0IvUNbXIkcSpH";90
"5YwzDz4RJfTiMHS4tdR5Lf";"6PERJZF7wohA034PAxDK0b";"0NBgyml7T0IvUNbXIkcSpH";90
"0nzfP49X2nrzmmkwZf180L";"6PERJZF7wohA034PAxDK0b";"0NBgyml7T0IvUNbXIkcSpH";90
"1Xyo4u8uXC1ZmMpatF05PJ";"55Aa2cqylxrFIXC767Z865";"5XbA7TAqsD0fj0dGBrbb0D";85
"2LmcxBak1alK1bf7d1beTr";"7iK8PXO48WeuP03g8YR51W";"1xK1Gg9SxG8fy2Ya373oqb";82
"0EFisYRi20PTADoJrifHrz";"4q3ewBCX7sLwd24euuV69X";"4MzXwWMhyBbmu6hOcLVD49";87
"1i8SpTcr7yvPOmcqrbnVXY";"37230BxxYs9ksS7OkZw3IU";"5y7DaS3jAc9eZzcSOoUIwU";81
"1vyhD5VmyZ7KMfW5gqLgo5";"37230BxxYs9ksS7OkZw3IU";"5y7DaS3jAc9eZzcSOoUIwU";81
"1mcTU81TzQhprhouKaTkpq";"2DspEsT7UXGKd2VaaedgG4";"47ZS1OjnJpJVfGN9yHXfMn";80
"77ziqFxp5gaInVrF2lj4ht";"7ltDVBr6mKbRvohxheJ9h1";"35UUpTmrcFXNIVIN26ujXl";80
"4VMYDCV2IEDYJArk749S6m";"7ltDVBr6mKbRvohxheJ9h1";"35UUpTmrcFXNIVIN26ujXl";80
"329e4yvIujISKGKz1BZZbO";"4VMYDCV2IEDYJArk749S6m";"35UUpTmrcFXNIVIN26ujXl";80
"1vyhD5VmyZ7KMfW5gqLgo5";"7ltDVBr6mKbRvohxheJ9h1";"35UUpTmrcFXNIVIN26ujXl";80
"1vyhD5VmyZ7KMfW5gqLgo5";"329e4yvIujISKGKz1BZZbO";"35UUpTmrcFXNIVIN26ujXl";80
"329e4yvIujISKGKz1BZZbO";"7ltDVBr6mKbRvohxheJ9h1";"35UUpTmrcFXNIVIN26ujXl";80
"0tmwSHipWxN12fsoLcFU3B";"1mcTU81TzQhprhouKaTkpq";"7ndTONDDRFGiPnnhOzOXxq";78
"0tmwSHipWxN12fsoLcFU3B";"7iK8PXO48WeuP03g8YR51W";"7ndTONDDRFGiPnnhOzOXxq";78
"1mcTU81TzQhprhouKaTkpq";"7iK8PXO48WeuP03g8YR51W";"7ndTONDDRFGiPnnhOzOXxq";78
"1r4hJ1h58CWwUQe3MxPuau";"7a0XAaPaK2aDSqa8p3QnC7";"5RAIMjdrCEjpjaR5tBATXU";79
"1mcTU81TzQhprhouKaTkpq";"1r4hJ1h58CWwUQe3MxPuau";"5RAIMjdrCEjpjaR5tBATXU";79
"1r4hJ1h58CWwUQe3MxPuau";"2T1aUibqR2QC2sINIDQOAK";"5RAIMjdrCEjpjaR5tBATXU";79
"1r4hJ1h58CWwUQe3MxPuau";"64aJYyrXljOodnUG6jvhRD";"5RAIMjdrCEjpjaR5tBATXU";79
"1mcTU81TzQhprhouKaTkpq";"7a0XAaPaK2aDSqa8p3QnC7";"5RAIMjdrCEjpjaR5tBATXU";79
"2T1aUibqR2QC2sINIDQOAK";"7a0XAaPaK2aDSqa8p3QnC7";"5RAIMjdrCEjpjaR5tBATXU";79
"64aJYyrXljOodnUG6jvhRD";"7a0XAaPaK2aDSqa8p3QnC7";"5RAIMjdrCEjpjaR5tBATXU";79
"1TtXnWcUs0FCkaZDPGYHdf";"7a0XAaPaK2aDSqa8p3QnC7";"5RAIMjdrCEjpjaR5tBATXU";79
"1mcTU81TzQhprhouKaTkpq";"2T1aUibqR2QC2sINIDQOAK";"5RAIMjdrCEjpjaR5tBATXU";79
"1mcTU81TzQhprhouKaTkpq";"64aJYyrXljOodnUG6jvhRD";"5RAIMjdrCEjpjaR5tBATXU";79
"1TtXnWcUs0FCkaZDPGYHdf";"1mcTU81TzQhprhouKaTkpq";"5RAIMjdrCEjpjaR5tBATXU";79
"2T1aUibqR2QC2sINIDQOAK";"64aJYyrXljOodnUG6jvhRD";"5RAIMjdrCEjpjaR5tBATXU";79
"1TtXnWcUs0FCkaZDPGYHdf";"2T1aUibqR2QC2sINIDQOAK";"5RAIMjdrCEjpjaR5tBATXU";79
"1TtXnWcUs0FCkaZDPGYHdf";"64aJYyrXljOodnUG6jvhRD";"5RAIMjdrCEjpjaR5tBATXU";79
"4riOEaOW5hCeqomFDBk0aP";"7iK8PXO48WeuP03g8YR51W";"5YYW3yRktprLRr47WK219Y";79
"2UZIAOlrnyZmyzt1nuXr9y";"4riOEaOW5hCeqomFDBk0aP";"5YYW3yRktprLRr47WK219Y";79
"2UZIAOlrnyZmyzt1nuXr9y";"7iK8PXO48WeuP03g8YR51W";"5YYW3yRktprLRr47WK219Y";79
"0tmwSHipWxN12fsoLcFU3B";"7wU2WGCJ8HxkekHHE2QLul";"2qEoAz0i6yEz5dPggABcLH";86
"0tmwSHipWxN12fsoLcFU3B";"1bAftSH8umNcGZ0uyV7LMg";"2qEoAz0i6yEz5dPggABcLH";86
"2cPqdH7XMvwaBJEVjheH8g";"2ydZrTy8U3kOMOzx20s3dg";"4HYDUMY0xSpeBr0AMY9cUz";85
"2cPqdH7XMvwaBJEVjheH8g";"7iK8PXO48WeuP03g8YR51W";"4HYDUMY0xSpeBr0AMY9cUz";85
"2ydZrTy8U3kOMOzx20s3dg";"7iK8PXO48WeuP03g8YR51W";"4HYDUMY0xSpeBr0AMY9cUz";85
"1SupJlEpv7RS2tPNRaHViT";"7iK8PXO48WeuP03g8YR51W";"68mrW6gXHgupgSiDHgaDi5";72
"2LRoIwlKmHjgvigdNGBHNo";"790FomKkXshlbRYZFtlgla";"3No3zHVwKadKDR00kZdmAB";79
"329e4yvIujISKGKz1BZZbO";"7kXCcNRLEnblbTAppPraBp";"2mM3gZ0BbPwPPMelbA8vgt";74
"5hdhHgpxyniooUiQVaPxQ0";"7kXCcNRLEnblbTAppPraBp";"2mM3gZ0BbPwPPMelbA8vgt";74
"2cPqdH7XMvwaBJEVjheH8g";"7kXCcNRLEnblbTAppPraBp";"2mM3gZ0BbPwPPMelbA8vgt";74
"6kq4GHwUcUojGIu0ziSNXf";"7kXCcNRLEnblbTAppPraBp";"2mM3gZ0BbPwPPMelbA8vgt";74
"329e4yvIujISKGKz1BZZbO";"5hdhHgpxyniooUiQVaPxQ0";"2mM3gZ0BbPwPPMelbA8vgt";74
"2cPqdH7XMvwaBJEVjheH8g";"329e4yvIujISKGKz1BZZbO";"2mM3gZ0BbPwPPMelbA8vgt";74
"329e4yvIujISKGKz1BZZbO";"6kq4GHwUcUojGIu0ziSNXf";"2mM3gZ0BbPwPPMelbA8vgt";74
"2cPqdH7XMvwaBJEVjheH8g";"5hdhHgpxyniooUiQVaPxQ0";"2mM3gZ0BbPwPPMelbA8vgt";74
"5hdhHgpxyniooUiQVaPxQ0";"6kq4GHwUcUojGIu0ziSNXf";"2mM3gZ0BbPwPPMelbA8vgt";74
"2cPqdH7XMvwaBJEVjheH8g";"6kq4GHwUcUojGIu0ziSNXf";"2mM3gZ0BbPwPPMelbA8vgt";74
"1mcTU81TzQhprhouKaTkpq";"2cPqdH7XMvwaBJEVjheH8g";"7LE1K0lZyRFZjSlrnm7lfD";78
"0EFisYRi20PTADoJrifHrz";"2cPqdH7XMvwaBJEVjheH8g";"7LE1K0lZyRFZjSlrnm7lfD";78
"2cPqdH7XMvwaBJEVjheH8g";"47MpMsUfWtgyIIBEFOr4FE";"7LE1K0lZyRFZjSlrnm7lfD";78
"1WMwuNKzEFtU6pPkdtryYS";"2cPqdH7XMvwaBJEVjheH8g";"7LE1K0lZyRFZjSlrnm7lfD";78
"47MpMsUfWtgyIIBEFOr4FE";"7iK8PXO48WeuP03g8YR51W";"7LE1K0lZyRFZjSlrnm7lfD";78
"1WMwuNKzEFtU6pPkdtryYS";"7iK8PXO48WeuP03g8YR51W";"7LE1K0lZyRFZjSlrnm7lfD";78
"1mcTU81TzQhprhouKaTkpq";"2ydZrTy8U3kOMOzx20s3dg";"7LE1K0lZyRFZjSlrnm7lfD";78
"0EFisYRi20PTADoJrifHrz";"1mcTU81TzQhprhouKaTkpq";"7LE1K0lZyRFZjSlrnm7lfD";78
"1mcTU81TzQhprhouKaTkpq";"47MpMsUfWtgyIIBEFOr4FE";"7LE1K0lZyRFZjSlrnm7lfD";78
"1WMwuNKzEFtU6pPkdtryYS";"1mcTU81TzQhprhouKaTkpq";"7LE1K0lZyRFZjSlrnm7lfD";78
"0EFisYRi20PTADoJrifHrz";"2ydZrTy8U3kOMOzx20s3dg";"7LE1K0lZyRFZjSlrnm7lfD";78
"2ydZrTy8U3kOMOzx20s3dg";"47MpMsUfWtgyIIBEFOr4FE";"7LE1K0lZyRFZjSlrnm7lfD";78
"1WMwuNKzEFtU6pPkdtryYS";"2ydZrTy8U3kOMOzx20s3dg";"7LE1K0lZyRFZjSlrnm7lfD";78
"0EFisYRi20PTADoJrifHrz";"47MpMsUfWtgyIIBEFOr4FE";"7LE1K0lZyRFZjSlrnm7lfD";78
"0EFisYRi20PTADoJrifHrz";"1WMwuNKzEFtU6pPkdtryYS";"7LE1K0lZyRFZjSlrnm7lfD";78
"1WMwuNKzEFtU6pPkdtryYS";"47MpMsUfWtgyIIBEFOr4FE";"7LE1K0lZyRFZjSlrnm7lfD";78
"0tmwSHipWxN12fsoLcFU3B";"1wZtkThiXbVNtj6hee6dz9";"70uX4beGHc1nQikXveOknp";73
"0QHgL1lAIqAw0HtD7YldmP";"77ziqFxp5gaInVrF2lj4ht";"0rsTDgGRlXKuzSAxcdb4Ns";83
"2R21vXR83lH98kGeO99Y66";"5hdhHgpxyniooUiQVaPxQ0";"1mohfLaTJtB2RplHLQVM70";76
"1GKIlPFdcewHtpDVCQ8zmJ";"5hdhHgpxyniooUiQVaPxQ0";"1mohfLaTJtB2RplHLQVM70";76
"3Wb38LDP3N4tkobValgE9D";"5hdhHgpxyniooUiQVaPxQ0";"1mohfLaTJtB2RplHLQVM70";76
"1GKIlPFdcewHtpDVCQ8zmJ";"2R21vXR83lH98kGeO99Y66";"1mohfLaTJtB2RplHLQVM70";76
"2R21vXR83lH98kGeO99Y66";"3Wb38LDP3N4tkobValgE9D";"1mohfLaTJtB2RplHLQVM70";76
"1GKIlPFdcewHtpDVCQ8zmJ";"7iK8PXO48WeuP03g8YR51W";"1mohfLaTJtB2RplHLQVM70";76
"3Wb38LDP3N4tkobValgE9D";"7iK8PXO48WeuP03g8YR51W";"1mohfLaTJtB2RplHLQVM70";76
"1GKIlPFdcewHtpDVCQ8zmJ";"3Wb38LDP3N4tkobValgE9D";"1mohfLaTJtB2RplHLQVM70";76
"1i8SpTcr7yvPOmcqrbnVXY";"2R21vXR83lH98kGeO99Y66";"73O30uMI7n6DuzBmbtO7kC";71
"4IMAo2UQchVFyPH24PAjUs";"4q3ewBCX7sLwd24euuV69X";"2DEZmgHKAvm41k4J3R2E9Y";82
"12vb80Km0Ew53ABfJOepVz";"4IMAo2UQchVFyPH24PAjUs";"2DEZmgHKAvm41k4J3R2E9Y";82
"1mcTU81TzQhprhouKaTkpq";"2R21vXR83lH98kGeO99Y66";"7r9ZhitdQBONTFOiJW5mr8";77
"1SupJlEpv7RS2tPNRaHViT";"5lwmRuXgjX8xIwlnauTZIP";"1mauYRwbpoGQX6itP2FAJC";73
"47MpMsUfWtgyIIBEFOr4FE";"7FNnA9vBm6EKceENgCGRMb";"59rjsHYxdxeUG6gd43Emzs";78
"07YUOmWljBTXwIseAUd9TW";"0EFisYRi20PTADoJrifHrz";"5ltjit47pp6nXwhYpkilYd";71
"4VMYDCV2IEDYJArk749S6m";"7iK8PXO48WeuP03g8YR51W";"3qUdysxsu5FDvOl7nR5vln";80
"0EFisYRi20PTADoJrifHrz";"4VMYDCV2IEDYJArk749S6m";"343HgC6SVFtTAgMPlGoNjn";70
"2p4aN0Uxkk3iT3HK0cJ2cJ";"7ltDVBr6mKbRvohxheJ9h1";"1ahCrpeTt94LL7y1aXw0Y8";79
"07YUOmWljBTXwIseAUd9TW";"0BqURncJM5B1BBu7UM51eq";"21N4Buj4xsyLb218lYle61";81
